perturbation,rel_s1,rel_s2,rel_s3,rel_s4,relative_flux_J5,relative_flux_J6,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,e_J1/s1,e_J1/s2,e_J1/s3,e_J1/s4,e_J2/s1,e_J2/s2,e_J2/s3,e_J2/s4,e_J3/s1,e_J3/s2,e_J3/s3,e_J3/s4,e_J4/s1,e_J4/s2,e_J4/s3,e_J4/s4,e_J5/s1,e_J5/s2,e_J5/s3,e_J5/s4,e_J6/s1,e_J6/s2,e_J6/s3,e_J6/s4
1.6668968189006284,0.9973850343090007,0.97954123350554,0.979583107795481,1.405504897499354,0.9794955651525136,1.4822514237828388,0.6313625216982395,0.0870757653883395,0.6084593221915144,0.07103309297493166,0.8317318647193398,0.6648360053113568,0.020959217605060476,0.10337618954582373,0.6122161829847721,0.3432432128864795,0.5798549695212066,0.65854946498956,0.0,-0.16708419524329876,0.0,0.0,-0.16753422416963124,1.1675342241696338,0.0,0.0,2.090703501140177,0.0,-1.0907035011401869,0.0,1.3351180004393037,0.0,0.0,-0.3351180004393097,0.0,0.0,1.0043775140058062,0.0,0.0,0.0,0.0,1.1276852548105527
2.4698245817644082,1.0132413036049956,1.0299608838711083,1.016337033631076,0.8253640761987029,1.034940645454502,1.360523842817431,0.5559916567667645,0.024346473964410587,0.9249352145970048,0.5267904204012112,0.9612507310506962,0.10310010013872584,0.09304172494998553,0.2121505248151998,0.603264984189877,0.8143123942972825,0.18703161740145968,0.2158753206036259,0.0,-0.04884196877310094,0.0,0.0,-0.8555318086111429,1.8555318086111459,0.0,0.0,1.3589475528918349,0.0,-0.3589475528918344,0.0,-2.508609222851207,-0.0,-0.0,3.508609222851202,0.0,0.0,2.100293690587328,0.0,-0.0,-0.0,-0.0,-1.2523906336221808
2.5754126716306813,1.0138431289667182,1.0889396639825217,1.0151055121293224,0.9489435646662037,1.101354518672468,1.201068768239581,0.10588892507058811,0.8194877372433593,0.8900697859604808,0.031313067173629916,0.18860524624740815,0.02470954948983295,0.30343846882412806,0.8772831420793293,0.9860254820087524,0.3751407183768717,0.7768814118601088,0.17688792164794542,0.0,-1.3561521743887954,0.0,0.0,-0.4729568494197283,1.4729568494197267,0.0,0.0,1.1549774098997523,0.0,-0.15497740989974856,0.0,-8.04895691240555,-0.0,-0.0,9.048956912405542,0.0,0.0,6.184316527492584,0.0,-0.0,-0.0,-0.0,-3.1114773110492995
2.30759371914379,0.9718407329637677,0.9385839622557374,0.9947967599511754,1.033323134747306,1.0033885264995337,1.270303807047327,0.8275024147908994,0.294365925663587,0.24459387595522086,0.9638064182622634,0.020033896545205043,0.7070552661225208,0.6179384224121927,0.30687651145236416,0.39941097212225596,0.14194041207257968,0.6076604695107858,0.5654871581828029,0.0,-49.58162274454528,0.0,0.0,-40.19825097249042,41.19825097249039,0.0,0.0,-0.14297209002515252,-0.0,1.1429720900251539,-0.0,8.689478344846318,0.0,0.0,-7.689478344846298,-0.0,-0.0,-0.6456575821704559,-0.0,0.0,0.0,0.0,6.5983426769722655
1.708560456828013,1.0113259953358618,1.038735990701438,1.0086553064194317,0.859115811730669,1.05631769618682,1.1811013988671042,0.40092125457013394,0.8408998584961365,0.5728251079630183,0.7527171629822033,0.8879906958807537,0.06837023805574782,0.25231918624291194,0.9159524743470933,0.7611254357775249,0.8884539290163888,0.6086862119091215,0.177675636278961,0.0,-5.671655252284311,0.0,0.0,-2.863559375582556,3.863559375582554,0.0,0.0,1.5581121942257923,0.0,-0.5581121942257906,0.0,-1.403996914708762,-0.0,-0.0,2.40399691470876,0.0,0.0,6.21313306963313,0.0,-0.0,-0.0,-0.0,-0.9350268435087811
1.1681410934277008,0.9987034557620202,0.9830022668081797,0.9834056377813312,1.0095306287937418,0.9817646297210209,1.0280119328451822,0.7362273668342132,0.4507253452840123,0.8079470892268225,0.049536364840861435,0.8786260517560153,0.10938598598735005,0.7388098047880702,0.8237721354664628,0.0391766263460831,0.06228146172807314,0.6238278112203666,0.8559126527452703,0.0,-0.6317562910060056,0.0,0.0,-0.13245385856303457,1.132453858563034,0.0,0.0,4.073363889681097,0.0,-3.073363889681094,0.0,5.452260154584847,0.0,0.0,-4.452260154584841,0.0,0.0,1.1007262735237868,0.0,0.0,0.0,0.0,2.8863092809427555
1.9406745929165805,0.9778739829193156,0.9666995097137671,0.9775713147528149,1.0586959388157127,0.9048881985826954,1.1104082041365089,0.9550893361819962,0.0790798289756991,0.33204868371648033,0.33990499028633037,0.1923113566345822,0.6262765346342569,0.23533509745382963,0.913767382160779,0.46712211720100527,0.8574232107482803,0.40079977368859043,0.3606080033294232,0.0,-1.2754396006781685,0.0,0.0,-4.355449626670292,5.355449626670301,0.0,0.0,7.1421416133492,0.0,-6.142141613349218,0.0,8.934924186645096,0.0,0.0,-7.934924186645107,0.0,0.0,4.581251309777473,0.0,0.0,0.0,0.0,1.793419459416035
1.8609888686974392,0.962785552155848,0.8956692501637797,0.9639270933607876,1.0379547265903473,1.1173362080195195,1.0844457778466405,0.6008391985426893,0.5252954984758957,0.6930281656665329,0.3133328875043029,0.11218209169005222,0.7371244576508225,0.7559073561417953,0.6685182878886585,0.7383177894122409,0.511755563282207,0.6762693992250366,0.6977023374297205,0.0,-1.819203689293883,0.0,0.0,-1.400095564159839,2.400095564159835,0.0,0.0,-1.8016166799041113,-0.0,2.801616679904112,-0.0,4.917598937353147,0.0,0.0,-3.9175989373531523,-0.0,-0.0,-2.806152220860255,-0.0,0.0,0.0,0.0,2.1295245041638924
2.1707629195471414,0.9955253177672931,0.9944577881857873,0.9949994304757962,1.0144466250972735,0.9929530334366826,1.4477151667968005,0.5217907237752609,0.019755586308702888,0.5849635307464583,0.2837878457205697,0.20869088142164605,0.9250916709946233,0.01711120421723389,0.46994381366547633,0.46926088445872693,0.7395110853532705,0.888794424344429,0.9656352495165506,0.0,-0.20314700851403397,0.0,0.0,-5.015189299069187,6.015189299069177,0.0,0.0,3.7838593043723385,0.0,-2.7838593043723394,0.0,25.92519079992757,0.0,0.0,-24.925190799927595,0.0,0.0,1.4121371106647895,0.0,0.0,0.0,0.0,21.71608243508466
2.9745454317575923,1.0008662862902566,1.0102767879805576,1.0077144630839427,0.762051048748736,1.0135474740244685,1.0200744823035197,0.67632894059979,0.26422364592747005,0.6994556488556481,0.015682673939745206,0.8510472268448863,0.6891858472541054,0.4297043206098947,0.9902100188540096,0.9481658533326367,0.9389669768284058,0.031073208046758283,0.9166959789089555,0.0,-0.42792158249419543,0.0,0.0,-0.13279856953066246,1.1327985695306622,0.0,0.0,2.2691064681439586,0.0,-1.2691064681439557,0.0,-4.9741286478568485,-0.0,-0.0,5.974128647856838,0.0,0.0,1.7460071505124979,0.0,-0.0,-0.0,-0.0,-0.06302498350248008
