perturbation,rel_s1,rel_s2,rel_s3,rel_s4,relative_flux_J5,relative_flux_J6,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,e_J1/s2,e_J1/s1,e_J1/s3,e_J1/s4,e_J2/s2,e_J2/s1,e_J2/s3,e_J2/s4,e_J3/s2,e_J3/s1,e_J3/s3,e_J3/s4,e_J4/s2,e_J4/s1,e_J4/s3,e_J4/s4,e_J5/s2,e_J5/s1,e_J5/s3,e_J5/s4,e_J6/s2,e_J6/s1,e_J6/s3,e_J6/s4
0.7354195052874091,1.2591851700285424,1.0928755283271012,1.0123417030150614,1.0264702811380098,0.9589002650054672,0.8942567599773672,0.010745163639594324,0.7198065223653952,0.6774930629278835,0.45484060334919607,0.08876258791029612,0.4633166165037246,0.19356365656916452,0.5656627160046154,0.9274606983777857,0.29805647253641965,0.7554987097443735,0.24988087969018924,-0.0,1.02344976296144,-0.0,-0.0,2.3098466705146663,-1.309846670514663,-0.0,-0.0,-0.756305171501519,-0.0,1.7563051715015126,-0.0,-2.4332231713189247,-0.0,-0.0,3.4332231713189247,-0.0,-0.0,-3.515747035401689,-0.0,-0.0,-0.0,-0.0,-4.5854103563982695
0.9920052205712853,0.9994811778824486,0.999625482365336,0.9997235399469209,0.9997481987482726,1.001162812923254,0.9992314825816971,0.6728270645397619,0.5523765839204848,0.7244766697552496,0.6426306972031562,0.6123688068992639,0.6187363953545174,0.3806958259892157,0.9730672296675118,0.16599577857740921,0.22462670781567584,0.925007470117095,0.19187673386600546,0.0,-10.759135312449027,0.0,0.0,-13.22500921353804,14.225009213538055,0.0,0.0,-14.655296252161255,-0.0,15.655296252161268,-0.0,4.2123137664515635,0.0,0.0,-3.2123137664515657,-0.0,-0.0,-4.200032695261962,-0.0,0.0,0.0,0.0,3.05365769160984
0.47898738729633267,0.652327845223637,0.7308627967392851,0.8885657495332514,0.9121800769870891,-0.7053561180446586,0.7212177686690836,0.191140101272806,0.24971661261655742,0.6817559423645184,0.7176612835809213,0.8343636163215481,0.23869019980074835,0.8518235537703986,0.012638081220383013,0.4010976877522432,0.22034065264475056,0.754204084317671,0.3281813774272707,0.0,-0.3506973478036108,0.0,0.0,-0.9988946273536848,1.998894627353684,0.0,0.0,-10.472602548672167,-0.0,11.472602548672171,-0.0,1.0672788352946503,0.0,0.0,-0.06727883529465103,-0.0,-0.0,-19.278689944598494,-0.0,0.0,0.0,0.0,4.015006034739149
2.589156090843742,1.1158626401395784,1.095978964109849,1.0421981589720772,1.0306597565290299,1.153798959509156,1.489661130585657,0.8434936348963344,0.14322781249524308,0.24242004843076914,0.8565190819454402,0.19563903499020296,0.10347199324327638,0.25292493560586105,0.3256127713689154,0.3507776833610564,0.41961774682049,0.8628265998158031,0.9068352502252368,0.0,-10.372326842818312,0.0,0.0,-5.7804596325653,6.780459632565307,0.0,0.0,1.9711155578110715,0.0,-0.9711155578110752,0.0,5.169967473006847,0.0,0.0,-4.169967473006842,0.0,0.0,3.2921533157667664,0.0,0.0,0.0,0.0,11.049808768098199
2.4302059259972664,1.3235989679059659,1.2152162806079991,1.13604794576295,1.0427551469258907,1.3780432219843188,1.2998716983156857,0.6903520374003611,0.8047289572771243,0.6654749939423107,0.06270872092910329,0.6617850585043313,0.1897774335308704,0.3135855769832432,0.034659820611391834,0.25640074454983597,0.2748918355659985,0.49523333073840026,0.902909608667813,0.0,-3.330415534977712,0.0,0.0,-0.1332806143406544,1.1332806143406533,0.0,0.0,2.6955420928380653,0.0,-1.6955420928380587,0.0,1.393772492253935,0.0,0.0,-0.3937724922539318,0.0,0.0,2.2907795038157093,0.0,0.0,0.0,0.0,5.626378309297464
2.8357839849558384,2.064669476874718,1.993807284791629,1.956718968202642,1.6611668030783087,2.0193401248736915,2.2398171409480017,0.9825192534888856,0.09088603335361511,0.9028067370961624,0.8734366646056723,0.4659156309379704,0.2334333445061727,0.7389614182557278,0.36018961027617724,0.3612730987349757,0.04633776965780212,0.9132724816855903,0.9538079412623433,0.0,-0.6150053759273694,0.0,0.0,-1.1542862446962792,2.1542862446962796,0.0,0.0,1.667084705898281,0.0,-0.6670847058982754,0.0,1.548501836193483,0.0,0.0,-0.5485018361934775,0.0,0.0,1.0324135968167407,0.0,0.0,0.0,0.0,1.3907442604061495
1.8190180297841665,0.9866157893731206,0.9960630591052179,0.998710398815494,0.998123449568096,0.992956084338162,1.00557788979954,0.11875864446619255,0.4474770589014362,0.19894059097236594,0.3077917420955698,0.4280113756295375,0.2134103408354645,0.7930174865909635,0.2877915316669958,0.9932215443485904,0.40098660730525104,0.18524059442279284,0.39736751418243643,-0.0,46.31293504774621,-0.0,-0.0,12.319257245845343,-11.319257245845323,-0.0,-0.0,2.1804227817418753,0.0,-1.180422781741872,0.0,-3.58374107254461,-0.0,-0.0,4.583741072544619,0.0,0.0,5.493741932448514,0.0,-0.0,-0.0,-0.0,-2.950381882469091
0.9623070528385269,1.0035500982113534,1.001380245273421,1.0005225169033072,1.0012051844834917,0.9999592769607237,1.0014332875501422,0.9265375302654998,0.6688048141547729,0.0800972879158911,0.924689929754452,0.5102098139119372,0.7845691397677157,0.48229531450142626,0.22877032579168133,0.03690935382659499,0.8023474214999586,0.8979377178687732,0.06711392180701858,-0.0,10.27871725512429,-0.0,-0.0,2.279215377871942,-1.2792153778719366,-0.0,-0.0,-0.6575978374284722,-0.0,1.6575978374284694,-0.0,1.3029244581431947,0.0,0.0,-0.3029244581431921,-0.0,-0.0,-0.07798020847717858,-0.0,0.0,0.0,0.0,1.1889972866473209
2.9135925965267826,1.70578134584043,1.659840811217065,1.4817550992303192,1.6282983619410172,1.7094195956784324,1.7654280327270766,0.7236147402462845,0.3820870881907775,0.8217799553076475,0.2017230274832752,0.8817983529395478,0.09436626529198588,0.4925491680112408,0.3316492082291702,0.49914512029673863,0.35090150544861887,0.12069838319327886,0.026619032540186494,0.0,-1.683570678231606,0.0,0.0,-0.24278416297182806,1.2427841629718264,0.0,0.0,1.2413206854612935,0.0,-0.24132068546129543,0.0,4.087449878592679,0.0,0.0,-3.087449878592686,0.0,0.0,1.2764523657046711,0.0,0.0,0.0,0.0,1.123627614026805
1.1485275286117953,0.9578116617861955,0.9954639846674839,0.999550625093561,0.9992612597275882,0.9951932039554999,1.002155198837135,0.7149621348740176,0.3812243990087917,0.059019363930973956,0.6441281195042092,0.6692361556571297,0.00043635210817782877,0.8200595017951464,0.2550887079297297,0.07044215884394822,0.7922813573082576,0.4223319415307677,0.5487418439671335,-0.0,3.0653966471797096,-0.0,-0.0,1.4131988510005462,-0.4131988510005496,-0.0,-0.0,1.0665500969509085,0.0,-0.06655009695091015,0.0,-0.7570209534783049,-0.0,-0.0,1.7570209534783017,0.0,0.0,10.74346247591771,0.0,-0.0,-0.0,-0.0,-2.908972633932299
