e1_perturbed,relative_s2,relative_flux,k1,k2,k3,k4,e_J1/s2,e_J2/s2
2.3240933389960703,0.8864040357657972,1.314495241713281,0.8944027089016933,0.3578947555988653,0.25910420193101413,0.6124564135300573,5.993193881391776,-1.8669121538913989
1.280856570358316,0.8672050850562825,1.067791698727223,0.10237799061688779,0.5545426386037513,0.22599566506167934,0.955375868150535,1.3030638097361769,-0.4146010017312066
2.1096891353985123,1.0728666091182537,1.3288602201206237,0.29174554411587006,0.9421265752646045,0.83711124592742,0.3690496764512676,-8.651546686360254,3.643755363039695
0.5220427297043566,1.3873714854758965,0.787131365956118,0.11359988248154929,0.5972021956811234,0.2503502388627711,0.4967535476624685,1.2061713469593462,-0.9685667808342306
0.7698235471358741,1.120585057421365,0.865317452977387,0.021427478376428444,0.8361149482631147,0.9078055694396885,0.8444424119788924,1.0255374544418059,-1.4463959266735207
0.632248181446289,0.9561561698937534,0.6726877556085911,0.80588315097187,0.13070399297883994,0.6688552227393019,0.5097836406484905,-1.3110323154366326,10.611311778729048
0.7186056870737627,1.0475160708198077,0.7779248981221093,0.26322919665391264,0.2638175795169113,0.7097393511307989,0.5577009761546018,1.6810393058847635,-6.29335705107125
1.4718881962089456,0.8400042766251805,1.0111582607323883,0.39060591151623014,0.41318807323938433,0.014728980043476558,0.2487827793850591,2.39221615922495,-0.05793626499492447
2.538784038619313,1.7383331352205786,1.770029896001669,0.42173920602625026,0.30729389541880436,0.7814475064587739,0.04448151543513423,-1.0225569777757284,1.0242539189074085
2.1801132372214393,1.329962084718709,1.4719216720391417,0.6456890395252344,0.3669491813218242,0.5330944326602973,0.4352076490651562,-1.9392833613335108,1.2922913678061367
1.4441761639511734,1.3984840330092545,1.399600538805007,0.728211124463303,0.03942117719885374,0.5103620630464031,0.004833877485176941,-0.11177377777995577,1.0020019164887062
1.5797052553245692,0.9906813448491717,1.072270327898422,0.4066144073101432,0.22846954862147706,0.051402477872801944,0.9630073366916266,50.31028914992803,-7.165334700100906
2.509571983931437,0.8919657602373623,1.2499565439804354,0.4017099812456175,0.5299667527136654,0.263921528867722,0.6318959626868949,8.320124484801203,-1.6510353047028423
2.5123250174164258,0.9832351690306739,1.6589012523469049,0.6859975729050892,0.3395347356885112,0.658590761833013,0.744010235144172,30.171883534234716,-23.294748353711647
1.0726005236149043,1.0146630937117844,1.0486216276001392,0.9161127746301383,0.30797920230041975,0.6698224551208949,0.9528830833983667,-1.5823648517249742,3.208536143646827
0.20596391004367326,0.9861183983062176,0.32998180767051555,0.22209310928035897,0.8832618197920938,0.982839983097921,0.2273250158733523,-26.69831483993609,144.24012170502886
0.6302203128805169,0.8826524471218041,0.741119540192755,0.06672793873591643,0.21447380715862674,0.3155276400024417,0.6602968359715796,-1.1255270799345836,2.6274030490635925
2.9915613199924334,0.7671822695514512,1.723097302544149,0.9079235094690299,0.19582900532634306,0.33395928044569234,0.30443741606097563,2.425776896478959,-1.3828320758727102
2.5867274421972586,0.719474444486521,1.047389452787244,0.5138420939449911,0.9725590841416549,0.077448742652653,0.1652134595313427,3.769369678810785,-0.11604232966415294
0.6029956268860246,1.1215969122940603,0.7121602096516263,0.6519065314938185,0.46823018118793924,0.7444621753482689,0.8419826859321656,1.4138987560814789,-3.7280985390488706
0.9085900186839917,0.9716644688755404,0.934905322036411,0.29426113312843716,0.26086677562406246,0.5863053185859122,0.4282484854271522,-0.9652186688131993,2.3876068449373586
2.551617403885849,1.1966253134749651,1.2180646691179013,0.883270740730475,0.5156226449365514,0.2151407362038441,0.09190045597322649,-6.662828054143073,1.0895162651884234
0.5728531006343685,0.8670486915856505,0.7556974889768222,0.6332292629441135,0.5060321846443728,0.3873180196400605,0.32421355182971223,-1.5779183558653216,2.108292302662682
1.395690000409505,1.1975924158569855,1.2701338425219946,0.8701451834054491,0.2894158579824895,0.8690650192409992,0.27688386162691925,-0.5991385933998633,1.289045580570663
1.7750230935931306,1.0377259804451204,1.4508339237323788,0.6606784133042731,0.35466547378464974,0.8754694701367988,0.6599115616641175,-6.146430214583995,8.547538006215369
2.7755242784467464,0.6099553037875536,1.605849024893963,0.16797975901522044,0.43773563775909574,0.6292975598188842,0.6946391359296497,1.1390537670061114,-0.5899882142041966
0.4095878692336542,0.5345261664745703,0.5043832868870801,0.6334025326082303,0.057011618319293134,0.12208689636429704,0.0724198295096039,-0.21582430672575384,1.1283892845998513
2.5578551765732485,1.2448196664319375,2.318680432229094,0.813658035835509,0.059521760762113574,0.8394135294915037,0.44329922442773273,-0.5244867975544092,2.891737080326079
2.871967272598137,0.7707033278691384,1.1799450343711386,0.6709574975972102,0.31277383288937843,0.09553086251012388,0.997234316618533,4.819852770574225,-0.5125869819380332
0.7091766324217266,0.9404865059807579,0.7661465829696997,0.6177800306312614,0.2652246834098859,0.7720869898390237,0.5404734367240258,-1.1750899011608003,4.823574288920077
2.308387488224285,1.2434654945749624,1.991812104253504,0.31638778047134675,0.036170176565185064,0.26158425652815087,0.979520068316434,-0.811755228097275,2.5431815033105933
0.7777967440483833,0.9266546231659024,0.7956596596778174,0.2817263897196507,0.10721702988580373,0.9539632807240731,0.756577679417813,-0.2836417523894289,3.2446803990570254
1.2280147347052581,1.0093211302753031,1.023053712803917,0.7099294918027094,0.6843008593538494,0.09451924938390899,0.09569168074209822,-21.693699967526385,2.440075308301463
2.7937675883982114,1.2228972651241348,1.734249148206101,0.9909427864197851,0.5092950052230042,0.9860402048699561,0.6970810441226098,-3.3518321610448516,2.3228287642929155
1.2419617041183681,0.9347515500823462,1.069920365423068,0.8070353022735581,0.8932300298592051,0.45086071567221087,0.7139586251800089,2.3036015087696518,-0.9362206810513811
1.927939152066424,1.012447697213335,1.0462243081083378,0.6436577771638082,0.9208699401844226,0.09307518037047124,0.14028989178635365,-68.54675929138011,3.5935955292405364
2.6895620871763164,1.4844768395586119,2.163244550036593,0.43094072403502637,0.15507909713775925,0.9218452525520386,0.4570611779827157,-0.7454913844229735,1.6476532299151627
1.4378761524716444,0.9129916101960183,1.1568331998017685,0.8382994999286589,0.3601945961705959,0.2890173918968273,0.7422308960297209,2.549221723703107,-1.4225676044692062
1.263006758473813,1.0077407660658098,1.1097328793688461,0.628906217082246,0.9880646449097406,0.8934282084190436,0.2350489227416338,-17.981030587432247,12.873101874239985
0.2896141482783384,0.47969167057618245,0.3930221442753592,0.8255146789141994,0.5649169555921916,0.9603357789586112,0.9719894629857512,-0.2425707885284766,1.423827003539368
2.218152410716303,0.8425341755727627,1.5656462691442823,0.041777227907227044,0.2724814732390949,0.5239486014940983,0.2172107900906829,2.229934830792922,-1.933091870114886
2.628632668863215,0.7711316313571032,1.5265882889400637,0.19773204497027508,0.5733733295582718,0.7201774208738622,0.4767059250699778,2.432315468303262,-1.1622298193704168
