e1_perturbed,relative_s2,relative_flux,k1,k2,k3,k4,e_J1/s2,e_J4/s2
0.8584438376751282,0.9895798611019371,0.9662509483384536,0.9212661439875908,0.2603130705603265,0.06995552649492309,0.26630525080957335,-10.595825901677854,3.3170268041895126
2.9934720825217096,1.040705690955644,1.9127678932153012,0.3847939338746682,0.27848274752807545,0.704088137842377,0.7484971011706898,-14.444993810472337,12.200310407193822
2.191486630524685,1.029817184787221,1.3983669915589094,0.9086731573021144,0.7242341795894358,0.7971911791688608,0.9617143943681176,-19.58894459523204,9.839106917580086
2.909877206117596,1.0182008191405378,1.1190262199476029,0.3471060305453837,0.788343106951383,0.15246604270905817,0.2389798467415153,-89.52857988940723,5.950382540930032
2.3455638376441774,0.7410365852755184,1.7149054692212065,0.013119148741812081,0.08908501823223858,0.236867996789366,0.6388385169820968,1.05233790578554,-1.1929154705361893
2.9464589558157512,0.7520402002582391,1.2024303018452283,0.29486656292424607,0.5607973460601922,0.1917910126064134,0.38215491446328365,4.398995151603932,-0.5105936271904441
2.4206325610203185,1.5152332337576364,1.5701492783339552,0.7173047025594781,0.36715949093767253,0.5958081333367606,0.042686313703840906,-1.592943809235293,1.0678819698763764
0.2962232937941113,1.2188884807398184,0.4122553352695779,0.44779482616423505,0.4224687101713954,0.6339054967120261,0.6193628396701332,1.5673020955482233,-7.938957489376277
2.6705133584183667,0.7895298745677393,2.08329483062866,0.02923452380076097,0.18079438678083737,0.8906900856392016,0.5941077817481647,1.0573703338848335,-1.9506261511689633
1.9913169496147307,1.0500552578295015,1.118955545532908,0.708064214150551,0.8095701825389349,0.21982806886655604,0.15448990193758616,-16.354831007987837,2.2301512143369044
0.2922237529040193,1.1911237617550978,0.3948644117744123,0.1137588396036916,0.22314282307272937,0.3844427725099808,0.5513716250354609,1.6199948779467557,-9.550957331895335
1.4206370491072964,1.209035082692595,1.2383860229018522,0.8004559440998584,0.3790647203113997,0.7043804743676881,0.06587773414669074,-0.8512040144001923,1.1133827002006282
0.3907467369309194,0.8584154237443548,0.623488549482448,0.5637938947295398,0.7818438431711385,0.49421868052913365,0.404218318018324,-2.263223777462534,3.661265923627591
0.42851575008267173,1.078097421107995,0.5475814793427519,0.16718580100820024,0.5813165446772137,0.9465271408956337,0.24901731806410288,3.0016450835817827,-11.405463492235025
1.8047769145147277,0.6764579338786143,1.1637910349785308,0.5220079761087804,0.8651085729006304,0.39896592748789084,0.9621502525666968,1.1515518445161914,-0.2942558868554496
0.8743845466462552,1.0009124934743054,0.9513078653224687,0.6234951372189232,0.7653897103328549,0.42362920713891383,0.34408172561230543,88.69584345789008,-56.1440929657288
