perturbation,rel_s2,rel_s3,rel_s4,relative_flux,k1,k2,k3,k4,k5,k6,k7,k8,e_J1/s2,e_J1/s3,e_J1/s4,e_J2/s2,e_J2/s3,e_J2/s4,e_J3/s2,e_J3/s3,e_J3/s4,e_J4/s2,e_J4/s3,e_J4/s4
0.7920308562629825,0.996328439797547,1.122812502099958,1.0174738057114006,0.9783950963229578,0.8723193759682866,0.5028702518852951,0.07600106731110245,0.11385853214462682,0.02235675993574926,0.5831993893126409,0.5259570641790808,0.6594938852764907,5.992250227649956,-0.0,-0.0,-0.7172916714425895,-0.0,1.7172916714425883,-0.0,1.4257407737809247,-0.425740773780926,-0.0,-1.2858011263386853,-0.0
0.5196194668253795,0.9926227028596845,1.2129160354059243,1.1543487476369716,0.9505434524475388,0.5564681829819557,0.6431494762311808,0.2684356602962662,0.7201235468873045,0.6597921938809129,0.8505892245179049,0.06083832160222735,0.22743829797376158,7.00065618390238,-0.0,-0.0,-1.5182820265935741,-0.0,2.518282026593576,-0.0,5.44036953205099,-4.440369532050988,-0.0,-0.38912196590953835,-0.0
2.5595028124472807,0.8660805901945796,1.1178189556185487,1.1091377058900476,1.127625485347965,0.37790139490047636,0.08370291778782024,0.23629216877871062,0.4711213231719681,0.5935652241519994,0.17845517779562625,0.1847390218061925,0.5508232886749014,-0.7319599232686715,0.0,0.0,5.288733034831285,0.0,-4.288733034831275,0.0,-1.1111013792526105,2.111101379252613,0.0,1.1502259809223034,0.0
0.270705798345057,0.9731563542359687,2.2300993561949753,1.4784646855915413,0.9674658049624298,0.3557099481350088,0.2773453348693148,0.2446414491704063,0.6144094464765343,0.2018808005345445,0.5127136083419774,0.02075365058745693,0.5451555386948945,1.2191175004989432,-0.0,-0.0,-0.291106765844715,-0.0,1.2911067658447142,-0.0,2.5671181217428627,-1.567118121742862,-0.0,-0.10391195327869039,-0.0
1.502070362869671,1.0364444883786543,0.8723774581017527,0.9513650179020663,1.070112518381705,0.865381849242674,0.9847257570437684,0.4990236375375293,0.8137648525160407,0.6194623688623164,0.37804396753300906,0.21770286049443544,0.6507608526107669,1.8632893895588987,-0.0,-0.0,-1.4183271225908178,-0.0,2.418327122590815,-0.0,2.2255774744924204,-1.2255774744924175,-0.0,-1.281635534646315,-0.0
0.5670665989241537,1.3536431096663226,0.8452587790424586,0.9756562997721253,0.8097966172418192,0.32317027700099143,0.3994356105336411,0.8513553277400963,0.06914290185364613,0.6009347602508819,0.033544809577283674,0.9637427038849047,0.9761588489790833,-0.8990446365593363,0.0,0.0,1.086624266755451,0.0,-0.08662426675544996,0.0,-0.32765497588596354,1.3276549758859646,0.0,9.413530629058162,0.0
0.20113097849705516,0.8947497369764366,1.3659534197454648,1.1715725231681509,0.43919365291308216,0.2910433126062868,0.4126520820837357,0.13438845142770106,0.48098629285593564,0.6625434342721966,0.8196099108472317,0.5618996903905112,0.37661747606343865,10.855135641787761,-0.0,-0.0,-0.7110368842538154,-0.0,1.7110368842538133,-0.0,12.718231126666419,-11.7182311266664,-0.0,-8.71923342776762,-0.0
0.612992025765796,1.1707723033853792,0.942414529737372,0.9608697387569702,0.8298797849138841,0.23870454940880437,0.47628300931118817,0.8613487047756601,0.04483766602837791,0.3970248848400644,0.798622739513311,0.5693996363284284,0.22921491002774153,-1.4053863823496435,0.0,0.0,1.5579893407305903,0.0,-0.5579893407305944,0.0,-7.060199817380357,8.060199817380381,0.0,5.033760008977811,0.0
1.2899377631293725,0.9728682872139067,1.0355686914962445,1.0242020774807503,1.0760740847471917,0.9850245040562825,0.39254123264506335,0.4496079515764724,0.45497039018252117,0.9388532093752392,0.5913075479981141,0.5215738047701028,0.6926794593961326,-2.5349616849637546,0.0,0.0,3.7453193812426573,0.0,-2.7453193812426524,0.0,-3.3917608301587863,4.391760830158794,0.0,2.99176563371344,0.0
2.0061826446497344,1.0007712439041638,0.9262686581185042,0.9973413837477535,1.0036069700631185,0.8025437883106379,0.32239795069695676,0.3941772789249671,0.5229281178823519,0.006862078329033294,0.6373815148780277,0.7946842924501242,0.15074589069586286,4.663606966874355,-0.0,-0.0,-11.4390965614359,-0.0,12.439096561435884,-0.0,1.081363954210207,-0.08136395421020515,-0.0,-1.348239521814579,-0.0
