perturbation,rel_s2,rel_s3,rel_s4,relative_flux,k1,k2,k3,k4,k5,k6,k7,k8,e_J1/s2,e_J1/s3,e_J1/s4,e_J2/s2,e_J2/s3,e_J2/s4,e_J3/s2,e_J3/s3,e_J3/s4,e_J4/s2,e_J4/s3,e_J4/s4
1.3923389589992559,0.9923902255507727,0.9911948178859479,1.0037356351265476,1.0229982967354703,0.537945269585918,0.10127365866311899,0.8915202318904012,0.2368380653858081,0.19840892828109213,0.5489782152008772,0.16526868465288824,0.33179898559919396,-2.931780527399584,0.0,0.0,25.80870179020107,0.0,-24.80870179020105,0.0,-27.93734755141438,28.937347551414298,0.0,6.040538476930976,0.0
1.5652478513340826,0.9299262439142855,0.863212716478218,1.007748677780913,1.0129129473006742,0.23860154058707483,0.06910454123425025,0.8414826623461145,0.34137140404753197,0.6847142506659543,0.8617995588683298,0.9606216264661835,0.1299683929647717,-0.1691789648774271,0.0,0.0,2.060084087606386,0.0,-1.0600840876063795,0.0,-2.3281712159323447,3.3281712159323327,0.0,1.6579746710408132,0.0
2.5896007803079875,1.002096953464985,1.0097284938295206,0.9600534240846983,1.4264875508760386,0.7344782575481252,0.7990494062010546,0.21455019241575302,0.8012712096908978,0.11869278528497673,0.8052545025183266,0.9306854437977513,0.012216756976034193,142.87601273703157,-0.0,-0.0,-38.36317978141748,-0.0,39.36317978141746,-0.0,16.099681049495974,-15.099681049495999,-0.0,-7.185454020703925,-0.0
1.158652813892795,1.028654787312208,1.0391859417204472,0.9950985441300012,1.0474039663645305,0.05858894172595941,0.4984110932183923,0.23510489245343824,0.2952312231935773,0.34271078145425427,0.0965515144078376,0.30449573259151463,0.9064041211485886,1.6246990609062686,-0.0,-0.0,-0.7663848240556679,-0.0,1.766384824055668,-0.0,3.3757685388324035,-2.375768538832391,-0.0,-9.18843317399874,-0.0
2.778338497638481,1.175939457714834,1.1848647617232695,0.8716125725246222,1.2140590479539786,0.8048074262331253,0.36235054726380034,0.9741670254119236,0.5474646328008824,0.17785495220187753,0.8200313631410301,0.5726601334050114,0.40103402189589143,1.178461757085444,-0.0,-0.0,-3.1682540377836075,-0.0,4.1682540377836155,-0.0,4.7622636819529305,-3.76226368195293,-0.0,-1.1970017043008112,-0.0
0.837824901247693,0.9680477893429175,0.9527697044399014,1.0205169155754916,0.937140413288604,0.3170948055457662,0.9920450285022682,0.515859148478263,0.8863901391854091,0.6339679600590883,0.37908923257491134,0.47466411108095374,0.14504715833177972,2.0321826594370966,-0.0,-0.0,-1.0567262433966365,-0.0,2.056726243396633,-0.0,2.232458054296967,-1.2324580542969708,-0.0,-3.3363760182856126,-0.0
1.4049750840566297,1.0174950403609493,1.0260805755772757,0.9652740078748338,1.0469974090453913,0.5719965818256868,0.3562637390056883,0.3231031700273608,0.8117736059231899,0.854967614715302,0.7168969257449342,0.2100466378695902,0.836568010560917,2.610632025610746,-0.0,-0.0,-2.367637766346786,-0.0,3.3676377663467907,-0.0,5.983204747922584,-4.983204747922575,-0.0,-1.247740461954417,-0.0
2.7176480309312363,1.02736522649263,1.0294921261240777,0.7941819584524599,1.0320177162338124,0.4054923175137457,0.7509979323485365,0.7621901101331985,0.9412733452975155,0.7578676953297347,0.8972113977558888,0.05054743425010688,0.21496355208087092,1.164740061760273,-0.0,-0.0,-1.1820982691302602,-0.0,2.182098269130266,-0.0,5.774689659929097,-4.774689659929117,-0.0,-0.11971257542694284,-0.0
1.0587144503850456,0.999719276585183,0.9980389428279198,1.0021824487500575,1.01011369448246,0.8475342643760727,0.15325895964002123,0.03056872577752634,0.43025587003446786,0.8072163634030839,0.7034521967805454,0.3073724442744107,0.5862709600136701,-35.65652365915667,0.0,0.0,7.111978943852961,0.0,-6.111978943852957,0.0,-11.140144138604303,12.140144138604292,0.0,4.597717781534618,0.0
0.9873749624467729,0.9996570031705216,0.9994000435498339,1.000904862708451,0.9948261501774005,0.8649729430314476,0.5115289006315256,0.6036255529546123,0.8297802644846713,0.19480160305042715,0.8616202649321122,0.9100486827916264,0.49420620356422773,15.15749847224183,-0.0,-0.0,-17.886483804570858,-0.0,18.886483804570897,-0.0,5.377867831106522,-4.377867831106531,-0.0,-5.752766342744057,-0.0
