e1_perturbed,rel_s2,rel_s3,rel_s4,relative_flux
0.44963357074082866,1.1367309562607115,0.8856197747018824,0.9379307064731479,0.8096846635881227
1.0779543338622106,1.0069755180210662,0.9915440316345149,0.9966273426700585,1.0132061712286033
2.8692382000880334,1.0755900649773935,0.9806510540482569,0.9838425274649182,1.0788465865329924
2.9030664882494364,1.0011203517186644,0.9214133365905287,0.9632503070033004,1.0096301860685268
0.5999730483972461,1.3798168149005101,0.9158348150556878,0.9178189717771743,0.9141514494319556
0.29781404594826844,0.9847722409099956,1.0541567605862339,1.0302428020574759,0.8259784332234333
1.3624062489401734,0.9826453949126424,1.0333264640293487,1.0136524177852648,1.0430250796119636
0.26608721324307705,0.9434797628745579,1.1691919703587887,1.0745164031767915,0.7110657948233519
2.876972745642689,1.0098591601799052,0.9189601678510962,0.9618174757324178,1.071182291047129
1.2726740047490446,1.0035238812094218,0.9594851638813692,0.9749087409744498,1.010251921183613
0.6495895632294006,1.1362525097760694,0.940944591461273,0.9411449873566482,0.9408397996623962
0.3404746257854763,1.0290159203681324,0.8390267784418612,0.9434369558414909,0.47518395319340984
1.2185746348927289,0.9999967875781549,1.0001664327181143,1.0000385871573427,1.0091351755842928
1.6769704008711726,0.7821900952908799,1.0648647751794702,1.0590385001749094,1.0713967091612542
1.331253417876759,1.0726915720318697,0.8376729683748931,0.9608073260702436,1.0797024727375275
0.8695411702797184,0.9998278938469863,1.0067039963232254,1.0002339280723513,0.9949996170359373
1.0640725676372473,0.9882576151277457,1.015301783461761,1.0093811336568028,1.0253081196109548
0.4342890318754182,0.9752357972032224,1.2013086048899262,1.1430914710036253,0.9410098914233038
1.3698750798381853,0.855200828126943,1.1578833815070848,1.0929168985546565,1.1612835505465984
2.2139042500210553,0.8588126730901711,1.009358926904215,1.0093009481527309,1.0094720536706676
2.5960317103422748,0.8802970453143694,1.154737649028018,1.1375171419482863,1.1752729895631897
2.3996337207776492,1.0517160905926852,0.7132019492617612,0.8602370098190023,1.0646228451920936
2.8930090187889808,1.0159053313407784,0.9324946730859066,0.9727589809549777,1.071308230104589
0.47051436989657425,1.2455750062849913,0.7395178873499785,0.7678552354012698,0.7032398696022442
2.0955570445693144,1.0053476209515244,0.9878921066788592,0.9947667803783996,1.1070085745022
2.3333922385215793,1.0835523317464226,0.6521798277791151,0.9538207848142546,1.468788450623288
2.3748557023467614,1.063611416158015,0.7448678104371448,0.9580052398684582,1.0805539070506571
2.002852409745204,1.0023068650160323,0.938137603229106,0.9871836637647744,1.0164887599871775
2.588580477235705,0.9296456259193213,1.1501143123687623,1.1022977091414052,2.275754208516094
1.1590491859140561,1.006623568798918,0.9848486882668595,0.9944451327241631,1.053159424094079
2.488914862296168,1.0043842625511188,0.8848074047259106,0.9622735198988798,1.0044513002845674
1.8332525017997687,1.0005614289718892,0.9972919394676399,0.9996661105546852,1.031004914029698
1.1276877898215445,1.0260400920362704,0.9738019475699827,0.9958446740933685,1.0426219300922777
1.3066069049811724,0.9020222409362277,1.0598794429397833,1.053693569553329,1.0644030121043888
1.9846063961827218,1.0319607682722154,0.8186949203355828,0.9104390829220773,1.0368139671836782
2.554924872725882,0.9947757117003387,1.0424146318016536,1.0275779647803158,1.080259594006411
1.7624729210954866,0.994731808938008,1.0404940879858662,1.0370296307435778,1.0459816321331297
1.5539383318097317,1.0991391647800193,0.8480682564446494,0.9610813182471867,1.1525566937243674
0.2703830092977844,1.078630553870217,0.7439590583506498,0.7936577770639213,0.6566474040675588
0.48465315466583886,0.9803173678042999,1.0512751357798171,1.0148845532981743,0.8381873060850247
2.3400428561357707,0.9971720296246722,1.0018292839887901,1.001499547870088,1.0956517812760533
2.1263497019207502,1.0328916357487377,0.7592830671418263,0.9029922117402699,1.050799032161358
0.7771473184130628,1.013494697176539,0.9736544146965989,0.9842754167922053,0.9271262327927369
0.2786124337258876,1.0298404052798737,0.8965038351199919,0.9184908197897608,0.8254862343980839
0.9282049280075966,0.9943844082802675,1.0402919765529675,1.003899850106173,0.9922269341856451
2.3550860702314527,1.0829405325352257,0.8052969008623999,0.9471214091005937,1.212229507197943
2.7212073240448205,0.8225990003571501,1.137132094859137,1.0946866374342468,1.2024637904980602
1.530717200243169,0.9300654922917685,1.031894774097916,1.0182802407480405,1.0653749145185998
2.0967747455901677,0.9477741671414813,1.0539180781117354,1.0150600201112452,1.1914111858979899
2.748387734763424,1.0443229909179281,0.4898277383354999,0.9421211929308358,1.2390646878008549
0.334868606231174,1.333827718891578,0.846399787366238,0.8705636464644895,0.8216401527947051
1.821900065849604,1.052287234705097,0.8427195081479143,0.9191491283995147,1.0808217331128636
0.2025919901077179,1.3098412569129712,0.7320048477909108,0.8480545072517826,0.3388726736624684
1.7816329693330664,1.0114752116938728,0.9369264106708206,0.9564750946627383,1.0330673285983722
2.1880367952991095,0.9527531282792305,1.2739984828523006,1.2739049388424128,1.2745761563351592
1.647199077078635,1.0031397619045113,0.8647159824908138,0.9795204825132826,1.0031407402715447
1.9850947575392262,1.0149505161323336,0.9911835186854263,0.9958645740933878,1.1553446754039691
1.14298383570638,0.9839298713666271,1.0173175525030107,1.016239008352042,1.0210995727504208
2.258739724923029,1.0379242509753068,0.8258484601984666,0.8987878636743695,1.091680286758777
2.6552924678054315,0.9679004129499903,1.0926695667594937,1.037093952543947,1.1229208102800068
