perturbation,rel_s2,rel_s3,rel_s4,relative_flux,k1,k2,k3,k4,k5,k6,k7,k8,e_J1/s2,e_J1/s3,e_J1/s4,e_J2/s2,e_J2/s3,e_J2/s4,e_J3/s2,e_J3/s3,e_J3/s4,e_J4/s2,e_J4/s3,e_J4/s4
0.734819343520861,0.9568564024157346,0.960752714906341,0.9667494825626284,0.9466460868887056,0.7958951328847957,0.5610553467757184,0.3040123920287918,0.35229848264936947,0.4506896536438064,0.39456710200363987,0.2691427894562576,0.5894931245578122,-4.962763232701014,0.0,0.0,3.6595573442535003,0.0,-2.6595573442534937,0.0,-2.402327961543933,3.4023279615439246,0.0,1.6386800761527596,0.0
1.1940018206347578,1.071104316758939,1.0662421851381816,1.050347582245092,1.0714552754620847,0.7401355046347396,0.7014207761241137,0.521011187113185,0.04977227958360364,0.9156917850759985,0.20918642952655053,0.9051980659940361,0.20262223583016925,-1.7229109318869495,0.0,0.0,1.0718308687398697,0.0,-0.07183086873986848,0.0,-0.32151745851800545,1.3215174585180038,0.0,1.391280410935436,0.0
1.3896255227178735,1.1592469969106636,1.1574524110570783,1.1531695071571018,1.159427009351514,0.6766216161316837,0.5535061154580999,0.5854684003381938,0.04578616451591744,0.6668968475340127,0.39104476490858475,0.8828270525039279,0.01621624538884958,-1.445319392197598,0.0,0.0,1.1001377920677584,0.0,-0.1001377920677575,0.0,-0.4585536603701995,1.458553660370205,0.0,1.0352358929907912,0.0
0.4589894413422798,0.7900086631771507,0.9433326187898063,0.9686385479783193,0.6594230579874849,0.05377180638698886,0.5004047143351988,0.4455791961835186,0.028829404043302476,0.4136083777443226,0.7821020763015016,0.7570503925957326,0.04791504656945478,-1.143501949712974,0.0,0.0,2.2183891246274854,0.0,-1.2183891246274923,0.0,-16.47992946859318,17.479929468593184,0.0,15.952057221414242,0.0
2.9909169245891545,1.1078436652431833,1.0878194616657113,1.0582872765135478,1.8549899482648453,0.148994519995169,0.028607061609174145,0.3112135251246807,0.5436174600215125,0.39304628860377444,0.7241005327057556,0.4088742949450449,0.8758370969775566,-6.29060899848376,0.0,0.0,22.880923713683863,0.0,-21.880923713683934,0.0,-14.820345167988929,15.82034516798891,0.0,8.36853158878433,0.0
2.469471990979077,0.8123603129440249,0.8867832912889433,0.9540856540629827,1.1066901880555338,0.47394413380044487,0.637737385781576,0.6407316244210748,0.432991115946573,0.2482497452154646,0.8017691049032907,0.5701864035287053,0.8502431598259598,5.331191274832295,-0.0,-0.0,-2.1689744821938635,-0.0,3.168974482193865,-0.0,2.816889720887504,-1.8168897208875006,-0.0,-2.003260301834109,-0.0
2.593954593094249,0.8257580531219875,0.9408430174644479,0.9553058792257199,1.300326627744395,0.5125179512645412,0.6113089413575,0.6671553058277507,0.12080079675141664,0.6988442363682075,0.9245911674321391,0.24995873735845375,0.6166673642769828,4.714732338133657,-0.0,-0.0,-1.9836309185053542,-0.0,2.9836309185053556,-0.0,18.260592040118222,-17.260592040118226,-0.0,-4.936662484503774,-0.0
1.9305605470060776,1.0184249867575346,1.0174027407429522,1.0122105734808284,1.0320449647991021,0.20935031172070395,0.3749704565625407,0.21262467933825557,0.9015056892814324,0.25847449368416753,0.8158351023125283,0.7592201941634174,0.011685761849819065,-48.12257471493146,0.0,0.0,14.134552030590767,0.0,-13.134552030590777,0.0,-2.7658627407901757,3.7658627407901846,0.0,2.573925590036273,0.0
0.23991306160309533,0.5794024885416136,0.6091092905166777,0.6304197216737341,0.4111880106744047,0.9816093057987832,0.24902600513464557,0.9774803501925736,0.04553763020157664,0.08273210836550404,0.8579083090050759,0.14716633562334724,0.645187401598031,-0.5738086110418454,0.0,0.0,9.388073962184839,0.0,-8.388073962184817,0.0,-14.239331536253962,15.239331536253998,0.0,2.4426272853641646,0.0
2.4604782478808485,1.6324484566721258,1.5621886329299421,1.4300932671969973,1.6348895798943441,0.5047795894921079,0.36761972874174864,0.7169894509813889,0.017467942825238558,0.7794597016882051,0.33478457237537984,0.8979424549973797,0.9792745374110196,-1.3034357783749095,0.0,0.0,1.0331992057407766,0.0,-0.03319920574077853,0.0,-0.48142475973777193,1.4814247597377732,0.0,1.2912534397515374,0.0
